INCIDENT_ID,INCIDENT_TYPE_E,INCIDENT_TYPE_F,RECEIPT_DT,SOURCE_OF_RECALL_E,SOURCE_OF_RECALL_F,HAZARD_SEVERITY_CODE_E,HAZARD_SEVERITY_CODE_F,INC_AWARE_DT,MANDATORY_RPT,INCIDENT_DT
1130053,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-28,30.0,2024-01-01
1130057,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-26,30.0,2024-11-26
1130058,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-20,10.0,2024-12-20
1130060,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,INJURY,BLESSURE,2024-11-29,30.0,2024-01-01
1130061,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-28,30.0,2024-11-28
1130064,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-12-19,10.0,2024-12-19
1130067,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-12-16,10.0,
1130071,Voluntary problem report,Déclaration d'incident volontaire,2024-12-19,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-29,,2024-11-29
1130076,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-21,30.0,2024-11-21
1130079,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-20,10.0,2024-12-20
1130085,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-18,30.0,2024-11-15
1130087,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-20,Canada,Canada,INJURY,BLESSURE,2024-12-19,10.0,2024-01-01
1130107,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-24,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-26,30.0,2019-01-01
1130108,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-24,Canada,Canada,INJURY,BLESSURE,2024-11-25,30.0,2024-03-01
1130110,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-19,10.0,2024-12-19
1130112,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,INJURY,BLESSURE,2024-12-20,10.0,2024-12-20
1130115,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-31,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-19,30.0,2024-12-14
1130116,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,INJURY,BLESSURE,2024-12-23,10.0,2024-12-23
1130121,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-12-16,10.0,2024-12-16
1130124,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,INJURY,BLESSURE,2024-12-18,10.0,2024-12-06
1130134,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,INJURY,BLESSURE,2024-12-18,10.0,2024-12-05
1130141,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-12-20,10.0,2024-11-21
1130147,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-11-06,10.0,2024-11-05
1130149,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-24,10.0,2024-12-24
1130157,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,INJURY,BLESSURE,2024-12-17,10.0,2024-05-06
1130164,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-12-13,10.0,2024-12-13
1130167,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-11-28,10.0,2024-11-28
1130176,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-12-20,10.0,2024-12-10
1130193,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,DEATH,MORT,2024-12-18,10.0,2024-12-18
1130210,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,INJURY,BLESSURE,2024-12-23,10.0,
1130211,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-12-16,10.0,2024-12-15
1130225,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-27,30.0,2024-11-01
1130227,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-11-30,10.0,2024-11-30
1130247,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,INJURY,BLESSURE,2024-12-20,,
1130261,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-29,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-20,10.0,2024-12-02
1130275,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-12-17,10.0,2024-10-15
1130301,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,INJURY,BLESSURE,2024-12-23,10.0,
1130303,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-27,30.0,2024-05-14
1130307,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-12-17,10.0,2024-10-15
1130311,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-12-17,10.0,2024-10-15
1130314,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-05,Canada,Canada,INJURY,BLESSURE,2024-12-02,10.0,
1130319,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,INJURY,BLESSURE,2024-12-20,10.0,2024-12-20
1130324,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,INJURY,BLESSURE,2024-12-27,10.0,
1130329,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,INJURY,BLESSURE,2024-12-20,10.0,
1130332,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-31,Canada,Canada,INJURY,BLESSURE,2024-12-24,10.0,2024-07-25
1130335,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,INJURY,BLESSURE,2024-12-22,10.0,2024-11-20
1130337,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-07,10.0,2020-09-27
1130338,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-31,Canada,Canada,INJURY,BLESSURE,2024-12-02,30.0,2024-11-26
1130339,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,INJURY,BLESSURE,2024-12-20,10.0,2024-12-16
1130345,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,INJURY,BLESSURE,2024-12-20,10.0,2024-12-20
1130346,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-20,Canada,Canada,INJURY,BLESSURE,2024-11-07,10.0,2020-09-27
1130348,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-31,Canada,Canada,INJURY,BLESSURE,2024-12-02,30.0,2024-08-06
1130353,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-28,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-18,10.0,2024-12-18
1130358,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-28,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-18,10.0,2024-12-18
1130362,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,INJURY,BLESSURE,2024-12-20,10.0,2024-12-20
1130364,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-20,10.0,2024-12-20
1130368,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,INJURY,BLESSURE,2024-12-23,10.0,2024-12-22
1130371,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-14,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-05-28,30.0,2024-04-01
1130375,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-21,10.0,2024-12-21
1130377,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,INJURY,BLESSURE,2024-12-23,10.0,2024-12-02
1130386,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-28,10.0,2024-12-28
1130390,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,INJURY,BLESSURE,2024-12-23,10.0,2024-12-02
1130392,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-28,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-18,10.0,2024-12-15
1130393,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-01,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-02,30.0,2024-07-26
1130395,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,INJURY,BLESSURE,2024-12-20,10.0,2024-12-20
1130398,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,INJURY,BLESSURE,2024-12-23,10.0,2024-08-28
1130406,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,INJURY,BLESSURE,2024-12-22,10.0,2024-12-21
1130416,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,INJURY,BLESSURE,2024-12-26,10.0,2024-12-24
1130424,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-31,Canada,Canada,INJURY,BLESSURE,2024-12-27,10.0,2024-12-27
1130429,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-31,Canada,Canada,INJURY,BLESSURE,2024-12-22,10.0,2024-12-19
1130465,Mandatory problem report linked to a recall,Déclaration d'incident obligatoire lié à un rappel,2025-01-02,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-04,30.0,2024-12-04
1130466,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2023-03-25,30.0,2023-03-15
1130470,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-02,Canada,Canada,INJURY,BLESSURE,2024-12-23,10.0,2024-12-22
1130472,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,INJURY,BLESSURE,2024-06-15,30.0,2024-06-15
1130475,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-02,Canada,Canada,INJURY,BLESSURE,2024-12-27,10.0,2024-12-27
1130476,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-02,Canada,Canada,INJURY,BLESSURE,2024-11-14,10.0,2024-11-06
1130479,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-24,Canada,Canada,INJURY,BLESSURE,2024-12-02,30.0,2024-12-02
1130485,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-30,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-28,30.0,
1130487,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-24,Canada,Canada,INJURY,BLESSURE,2024-12-11,30.0,2024-12-11
1130490,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-02,Canada,Canada,DEATH,MORT,2024-12-27,10.0,2024-12-20
1130491,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-02,Canada,Canada,INJURY,BLESSURE,2024-12-24,10.0,2024-12-24
1130494,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-23,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-12,30.0,
1130495,Voluntary problem report,Déclaration d'incident volontaire,2024-12-19,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-30,,2024-11-30
1130497,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-01,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-02,30.0,2024-11-21
1130499,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-27,30.0,2024-11-27
1130505,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-01,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-02,30.0,2024-11-15
1130508,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-02,Canada,Canada,INJURY,BLESSURE,2024-12-30,10.0,2024-12-20
1130510,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-25,30.0,2024-11-25
1130514,Voluntary problem report,Déclaration d'incident volontaire,2024-12-31,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-12-31,,2024-12-01
1130527,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-05,Canada,Canada,INJURY,BLESSURE,2024-12-26,10.0,2024-12-26
1130530,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-04,30.0,2024-12-04
1130541,Voluntary problem report,Déclaration d'incident volontaire,2024-12-31,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-12-31,,2024-12-01
1130548,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-04,Canada,Canada,INJURY,BLESSURE,2024-12-05,30.0,2023-09-20
1130560,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-31,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-20,30.0,2024-11-20
1130561,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,,30.0,2024-10-22
1130562,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-26,30.0,2024-11-26
1130567,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-13,30.0,
1130570,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-05,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-06,30.0,2024-12-04
1130571,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-05,30.0,2024-11-04
1130581,Mandatory problem report,Déclaration d'incident obligatoire,2024-11-26,Canada,Canada,INJURY,BLESSURE,2024-11-21,10.0,2024-11-20
1130585,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-05,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-06,30.0,2024-05-09
1130591,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-26,30.0,2024-11-26
1130594,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,INJURY,BLESSURE,2024-12-18,10.0,2024-12-15
1130595,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-02,Canada,Canada,INJURY,BLESSURE,2024-12-23,10.0,2024-12-23
1130598,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-02,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-30,30.0,2024-12-19
1130599,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-09,30.0,2024-11-09
1130601,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-04,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-05,30.0,2024-12-04
1130606,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-24,30.0,2024-12-23
1130614,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-31,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-12,30.0,
1130615,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-05,30.0,2024-11-05
1130618,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-20,30.0,2024-11-19
1130619,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-24,10.0,2024-12-24
1130631,Voluntary problem report,Déclaration d'incident volontaire,2024-12-19,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-11-07,,2024-11-07
1130632,Voluntary problem report,Déclaration d'incident volontaire,2024-12-31,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-12-31,,2024-12-01
1130633,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-12,30.0,2024-12-12
1130637,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-27,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-10,30.0,
1130639,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,INJURY,BLESSURE,2024-11-07,30.0,2024-11-07
1130644,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,UNASSIGNED,NON ATTRIBUE,2024-12-04,30.0,2024-12-04
1130653,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,INJURY,BLESSURE,2024-11-12,30.0,2024-11-12
1130654,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-24,10.0,2024-12-23
1130658,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-10-07,30.0,
1130659,Voluntary problem report,Déclaration d'incident volontaire,2025-01-02,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-01-02,,2024-12-31
1130660,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-24,30.0,2024-12-24
1130663,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,INJURY,BLESSURE,2024-12-30,10.0,2024-12-27
1130665,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-01,30.0,2024-11-01
1130668,Voluntary problem report,Déclaration d'incident volontaire,2025-01-02,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-12-31,,2024-12-31
1130672,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-04,30.0,2024-12-04
1130673,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,DEATH,MORT,2024-12-30,10.0,2024-12-24
1130688,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-05,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-06,30.0,2024-10-28
1130690,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-19,30.0,2024-11-19
1130691,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-27,30.0,2024-12-16
1130693,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-02,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-30,30.0,
1130694,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,INJURY,BLESSURE,2024-12-31,10.0,2024-12-04
1130695,Voluntary problem report,Déclaration d'incident volontaire,2025-01-03,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-01-03,,2024-12-01
1130697,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-02,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-03,30.0,2023-09-11
1130698,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-07,30.0,2024-11-07
1130699,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-02,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-03,30.0,2024-06-18
1130700,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-19,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2023-12-31,30.0,2023-12-31
1130705,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-04,30.0,2024-10-15
1130708,Voluntary problem report,Déclaration d'incident volontaire,2025-01-03,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-12-01,,2024-12-01
1130710,Mandatory problem report,Déclaration d'incident obligatoire,2025-01-03,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-12-04,30.0,2024-07-25
1130714,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-06,Canada,Canada,INJURY,BLESSURE,2024-11-11,10.0,2024-11-11
1130715,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-26,30.0,2024-11-26
1130722,Voluntary problem report,Déclaration d'incident volontaire,2025-01-03,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-01-03,,2024-12-01
1130726,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-13,30.0,2024-11-13
1130733,Voluntary problem report,Déclaration d'incident volontaire,2025-01-03,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-01-03,,2024-12-14
1130736,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-12,30.0,2024-11-12
1130737,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-17,Canada,Canada,INJURY,BLESSURE,2024-12-11,10.0,2024-12-07
1130740,Voluntary problem report,Déclaration d'incident volontaire,2025-01-03,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-01-03,,2024-12-21
1130747,Mandatory problem report,Déclaration d'incident obligatoire,2024-12-20,Canada,Canada,POTENTIAL FOR DEATH/INJURY,POTENTIEL DE MORT / DE BLESSURES,2024-11-28,30.0,2024-11-28
1130750,Voluntary problem report,Déclaration d'incident volontaire,2024-12-20,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2024-12-10,,2024-12-10
1130751,Voluntary problem report,Déclaration d'incident volontaire,2025-01-03,Canada,Canada,MINIMAL/NO ADVERSE HEALTH CONSEQUENCES,CONSEQUENCES MINIMALES / SANS EFFETS NEFASTES SUR LA SANTE,2025-01-03,,2024-10-29
