Rank,Device_Name,Incident_Count,Percentage
689,SOUNDSTAR ECO DIAGNOSTIC ULTRASOUND CATHETER; PENTARAY NAV ECO HIGH DENSITY MAPPING CATHETER,1,0.05
690,ECHELON FLEX POWERED VASCULAR STAPLER,1,0.05
691,QDOT MICRO BI-IDIRECTIONAL NAVIGATIONAL CATHETER; NGEN GENERATOR,1,0.05
692,PENTARAY NAV ECO HIGH DENSITY MAPPING CATHETER,1,0.05
693,UNKNOWN BIOSENSE WEBSTER SOUNDSTAR CATHETER; UNKNOWN BIOSENSE WEBSTER PENTARAY CATHETER,1,0.05
694,SINGLE USE ELECTROSURGICAL KNIFE KD-655 DUALKNIFE J,1,0.05
695,SILTEX LOW BLEED GEL FILLED MAMMARY PROSTHESIS,1,0.05
696,DECANAV ELECTROPHYSIOLOGY CATHETER,1,0.05
697,ENDOPATH ETS FLEX45 ARTICULATING ENDOSCOPIC LINEAR CUTTER,1,0.05
698,SILTEX LOW BLEED GEL FILLED MAMMARY PROSTHESIS; SILTEX TEXTURED ROUND HIGH PROFILE SILICONE GEL FILLED BREAST IMPLANTS,1,0.05
699,"LOCKING SCREW FOR IM NAIL, NONSTERILE",1,0.05
700,HEARTWARE VENTRICULAR ASSIST SYSTEM - HVAD IMPLANT KIT,1,0.05
